element,id,geometry,description,heritage,historic,image,inscription,material,memorial,name,wikidata,height,start_date,amenity,wheelchair,architect:wikidata,covered,drinking_water,indoor,lit,tourism,heritage:operator,ref:lfd,wikimedia_commons,description:de,note,subject:wikidata,subject:wikipedia,artist_name,wikipedia,year_of_construction,artwork_type,colour,loc_name,min_height,seamark:landmark:category,seamark:landmark:conspicuity,seamark:type,created_by,ele,operator,public_transport,railway,railway:ref,railway:station_category,usage,access,entrance,area,memorial:conflict,website,format,format:top,lfd:criteria,milestone_type,network,panoramax,name:etymology:wikidata,source,name:etymology:wikipedia,board_type,information,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,check_date,check_date:opening_hours,opening_hours,phone,shop,alt_name,flood_date,flood_mark,support,name:de,stone_type,man_made,obelisk:material,obelisk:size,name:en,name:ru,note:de,name:fr,direction,disused,lining,hiking,natural,cemetery,historic:civilization,comment,classification,name:prefix,ref,related:wikipedia,short_name,survey_point:structure,abandoned:military,ruins,boundary,marker,level,length,building,bunker_type,location,military,leisure,place,fixme:wikipedia,toilets:wheelchair,moved,road,year,old_ref,aircraft:type,manufacturer,url,archaeological_site,fortification_type,pump,memorial:type,fixme,artist,backrest,inscription:de,inscription:en,seats,tomb,end_date,highway,name:signed,memorial:addr,person:date_of_birth,person:date_of_death,memorial:text,abandoned:amenity,labor_camp,prison_camp,exhibit,addr:suburb,buried:wikidata,buried:wikimedia_commons,buried:wikipedia,abandoned:man_made,grave,date,brewery,contact:facebook,cuisine,indoor_seating,microbrewery,outdoor_seating,wheelchair:description,beds,email,internet_access,internet_access:fee,rooms,subject:wikimedia_commons,model:wikidata,old_name,ship:type,survey_point:purpose,commemorates:wikidata,commemorates,name:wikipedia,memorial:date,memorial:event,religion,construction_year,direction_east,direction_west,named_after,artist:wikidata,railway_car,leaf_cycle,leaf_type,epigraph,material:de,object:city,object:country,object:housenumber,object:postcode,object:street,width,vehicle_part,electrified,gauge,railway:etcs,railway:preferred_direction,railway:preserved,railway:pzb,railway:track_ref,railway:traffic_mode,building:colour,building:levels,building:levels:underground,fee,roof:colour,roof:height,roof:shape,source:height,fax,building:name,contact:pinterest,contact:twitter,museum,castle_type,max_level,min_level,name:ar,name:es,roof:levels,architect,building:architecture,building:material,contact:youtube,denomination,diocese,emergency,name:be,name:he,name:nl,name:pl,name:uk,name:zh,opening_hours:url,roof:material,bridge,bridge:structure,layer,sac_scale,surface,est_height,roof:orientation,carriage,check_date:tracktype,motor_vehicle,smoothness,tracktype,building:use,disused:denomination,disused:religion,monument:genesis,tower:type,admin_level,government,office,cycleway:both,cycleway:both:lane,foot,hgv:conditional,lanes,lanes:backward,maxspeed,maxweight:hgv,parking:both,razed:railway,sidewalk,source:maxspeed,wheelchair:description:de,charge,disused:man_made,disused:amenity,payment:cash,payment:credit_cards,payment:debit_cards,xmas:day_date,xmas:feature,xmas:name,xmas:opening_hours,castle_type:de,abandoned:power,abandoned:substation,object:suburb,old_operator,water,name:ko,abandoned,functional,windmill:disused,windmill:vanes,3dr:type,building:part,kiln,operator:wikidata,power,substation,barrier,statue,railway:gnt,service,drinking_water:legal,light:method,intermittent,tunnel,waterway,ruins:tourism,cellar:use,storage,ruins:building,abandoned:railway,contact:email,contact:instagram,contact:website,handle,mechanical_driver,pump:style,deanery,parish,ruins:artificial,disused:highway,aeroway,building:min_level,outdoor,historic:period,was:highway,type,contact:phone,stars,operator:type,townhall:type,building:architecture:typology,bicycle,horse
way,195540504,"POLYGON ((13.7347415 51.0514513, 13.7347018 51.0513437, 13.7349949 51.0513001, 13.7350297 51.0514066, 13.7347415 51.0514513))",Gedenkstätte für die im Zweiten Weltkrieg schwer beschädigte und 1962-1963 abgetragene Sophienkirche.,,monument,,,,,DenkRaum Sophienkirche,Q1497529,14.4,,,,,,,,,,,,,,,Q896899,,,de:Gedenkstätte Sophienkirche Dresden,,,,,,,,,,,,,,,,,,,,,https://www.denkraum-sophienkirche.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,glass,,,,,,,,,,,,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,203122614,"POLYGON ((13.8170598 51.0658832, 13.8170923 51.0658722, 13.8170738 51.0658506, 13.8170413 51.0658616, 13.8170505 51.0658723, 13.8170598 51.0658832))",Wasserzuleitung für das Schloss Albrechtsburg,,yes,,,,,Wasserhaus,,,,,,,,,,,,,,,,,,,,de:Mordgrundbach (Elbe)#Wasserfang_und_Wasserhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,203731068,"POLYGON ((13.709167 51.0416156, 13.7092044 51.0416071, 13.709156 51.0415229, 13.7091186 51.0415314, 13.709167 51.0416156))",locomotive,,locomotive,http://www.mapillary.com/map/im/nRaelmIbPAcxMlGQL7BEwA,,,,Dampfspeicherlok,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,203817191,"POLYGON ((13.8425494 51.0434944, 13.8424902 51.0435851, 13.8425852 51.0436096, 13.8426444 51.0435189, 13.8425494 51.0434944))",,,building,,,,,Pappritzmühle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,detached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,gabled,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,204427555,"POLYGON ((13.7902317 51.0088832, 13.7903226 51.008782, 13.7902057 51.0087405, 13.7901149 51.0088417, 13.7902317 51.0088832))",,,ruins,,,,,Alte Ziegelei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,bricks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,208251444,"POLYGON ((13.6911831 51.0832894, 13.6913208 51.0833414, 13.6912334 51.0834327, 13.6910957 51.0833806, 13.6911831 51.0832894))",,,memorial,File:Dresden-Autobahn-Obelisk.jpg,,,obelisk,Gedenksäule Autobahnbau,Q54924308,,,,,,,,,,,,,,,,,,,de:Autobahn-Obelisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228891689,"POLYGON ((13.7281828 51.047055, 13.72807 51.0469899, 13.7279707 51.0470579, 13.7279533 51.0470478, 13.7279361 51.0470379, 13.7280402 51.0469667, 13.7279546 51.0469173, 13.7275582 51.0471886, 13.7277911 51.0473231, 13.7281828 51.047055))",,,yes,,,,,Luftschutzbunker der DDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sachsenschiene.net/bunker/bun/bun_74.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,bunker,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,229718175,"POLYGON ((13.7469043 51.0456973, 13.7468437 51.0456626, 13.7468418 51.0456506, 13.7468951 51.0456138, 13.746919 51.0456141, 13.7469767 51.0456471, 13.7469794 51.0456597, 13.7469265 51.0456961, 13.7469043 51.0456973))",,,yes,https://commons.wikimedia.org/wiki/File%3ABl%C3%BCherpark_Torhaus_Lingnerallee.JPG,,,,Barockes Torhaus,Q126946944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,2,,,black,,pyramidal,,,,,,,,,,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,233472983,"POLYGON ((13.7480924 51.0572111, 13.7480803 51.0572162, 13.7480686 51.0572237, 13.7480614 51.057234, 13.7480583 51.0572464, 13.748058 51.0572555, 13.7480608 51.0572642, 13.7480636 51.0572724, 13.7480729 51.057284, 13.7480866 51.0572938, 13.7481008 51.0572996, 13.7481169 51.0573055, 13.7481303 51.0573097, 13.7481496 51.0573135, 13.7481633 51.0573152, 13.7481852 51.0573151, 13.7481982 51.0573143, 13.7482263 51.0573093, 13.7482401 51.0573057, 13.7482541 51.0572959, 13.7482626 51.0572841, 13.7482655 51.0572743, 13.7482645 51.0572637, 13.7482608 51.0572554, 13.7482426 51.0572594, 13.748224 51.0572614, 13.7482032 51.0572616, 13.7481813 51.0572592, 13.7481619 51.0572553, 13.748146 51.0572504, 13.7481313 51.0572434, 13.7481191 51.0572365, 13.7481058 51.057226, 13.7480924 51.0572111))",,yes,yes,https://commons.wikimedia.org/wiki/File%3ABrunnen_staatskanzlei.jpg,,,,Wandbrunnen,Q110698002,,,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://de.wikipedia.org/wiki/Liste_der_Brunnen_und_Wasserspiele_in_Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,234791556,"POLYGON ((13.7425619 51.0612527, 13.7425503 51.0612512, 13.7425403 51.0612472, 13.7425333 51.0612412, 13.7425303 51.061234, 13.7425315 51.0612267, 13.7425369 51.06122, 13.7425458 51.0612151, 13.7425569 51.0612125, 13.7425687 51.0612126, 13.7425796 51.0612154, 13.7425883 51.0612205, 13.7425934 51.0612272, 13.7425943 51.0612346, 13.7425909 51.0612417, 13.7425837 51.0612476, 13.7425736 51.0612514, 13.7425619 51.0612527))",,yes,yes,https://commons.wikimedia.org/wiki/File%3ARebecca-Brunnen_Dreik%C3%B6nigskirche_Dresden.JPG,,,,Rebecca-Brunnen,Q48370779,,,fountain,,,,,,,,,,,,,,,,de:Rebekka-Brunnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235261033,"POLYGON ((13.7416891 51.0582291, 13.7416501 51.0582251, 13.7416474 51.0582125, 13.7416474 51.0582032, 13.7416541 51.0581914, 13.7416649 51.0581813, 13.7417007 51.0581847, 13.7416891 51.0582291))",,yes,yes,https://commons.wikimedia.org/wiki/File%3AThomae_Nymphenbrunnen1.jpg,,,,Nymphenbrunnen I,Q110735622,,1739 bis 1742,fountain,,,,,,,,,,,,,,,Johann Benjamin Thomae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://de.wikipedia.org/wiki/Liste_der_Brunnen_und_Wasserspiele_in_Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235261037,"POLYGON ((13.7413427 51.0581226, 13.7413065 51.0580876, 13.7412733 51.0581012, 13.7413094 51.0581362, 13.7413427 51.0581226))",,yes,memorial,https://upload.wikimedia.org/wikipedia/commons/b/be/Goldener_Reiter_Dresden_Germany.JPG,,gold,statue,Goldener Reiter,Q558537,,,,no,,,,,,attraction,,,Category:Goldener Reiter,,,,,,de:Goldener Reiter (Reiterstandbild),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August der Starke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235261038,"POLYGON ((13.7412575 51.0583686, 13.741264 51.0583448, 13.7412837 51.0583423, 13.7413008 51.0583425, 13.7413186 51.0583455, 13.7413356 51.0583525, 13.7413274 51.058377, 13.7412575 51.0583686))",,yes,yes,https://commons.wikimedia.org/wiki/File%3ANymphenbrunnen_Thomae.JPG,,,,Nymphenbrunnen II,Q110735634,,1739 bis 1742,fountain,,,,,,,,,,,,,,,Johann Benjamin Thomae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://de.wikipedia.org/wiki/Liste_der_Brunnen_und_Wasserspiele_in_Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236067527,"POLYGON ((13.7417513 51.0583779, 13.7417671 51.0583739, 13.7417859 51.0583739, 13.7418073 51.0583782, 13.7418303 51.0583886, 13.7418119 51.058398, 13.7417971 51.0583874, 13.7417796 51.0583842, 13.7417575 51.0583854, 13.7417569 51.0583899, 13.7417542 51.0583936, 13.7417487 51.058397, 13.7417426 51.0583985, 13.741736 51.0583987, 13.7417289 51.0583971, 13.7417239 51.0583945, 13.7417207 51.0583909, 13.7417197 51.0583855, 13.7417214 51.0583817, 13.7417281 51.0583769, 13.741734 51.0583752, 13.7417407 51.0583749, 13.741745 51.0583756, 13.7417513 51.0583779))",,yes,yes,https://commons.wikimedia.org/wiki/File%3ANeustMarkt-Fahnenmast-K%C3%B6nigA.jpg,,,,König Albert Fahnenmast,,,,,,,,,,,artwork,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flagpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893,,,,,,,,,,Carl Heinrich Epler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236067546,"POLYGON ((13.7415289 51.0584727, 13.7415282 51.0584687, 13.7415304 51.0584641, 13.7415363 51.05846, 13.7415421 51.0584584, 13.7415455 51.0584581, 13.7415519 51.0584585, 13.7415571 51.0584602, 13.7415616 51.058463, 13.7415643 51.0584666, 13.7415649 51.0584696, 13.7415638 51.0584735, 13.7415606 51.058477, 13.7415563 51.0584793, 13.7415505 51.0584808, 13.7415454 51.0584811, 13.7415381 51.0584796, 13.7415322 51.0584818, 13.7415275 51.0584875, 13.7415259 51.0584997, 13.7415299 51.0585073, 13.7415375 51.0585134, 13.7415173 51.0585218, 13.7415066 51.0585126, 13.7415066 51.0585016, 13.7415147 51.0584848, 13.7415212 51.0584773, 13.7415289 51.0584727))",,yes,yes,https://commons.wikimedia.org/wiki/File%3ANeustMarkt-Fahnenmast-KaiserW.jpg,,,,Kaiser Wilhelm Fahnenmast,,,,,,,,,,,artwork,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flagpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893,,,,,,,,,,Carl Heinrich Epler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236324114,"POLYGON ((13.8234067 51.0453668, 13.8234092 51.045518, 13.8235612 51.045517, 13.8235587 51.0453658, 13.8234932 51.0453662, 13.8234067 51.0453668))",,,building,,,,,Templerhaus,Q106035338,,,place_of_worship,,,,,,,,,,File:Templerhaus Loschwitz.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236479966,"POLYGON ((13.8623925 51.0193922, 13.8623179 51.0194373, 13.8623141 51.0194348, 13.8622902 51.0194492, 13.8622975 51.019454, 13.8622247 51.019498, 13.8622183 51.0194938, 13.8621702 51.0195229, 13.8621899 51.0195358, 13.8621326 51.0195704, 13.8621296 51.0195684, 13.8621095 51.0195806, 13.8621125 51.0195826, 13.8620527 51.0196187, 13.8620286 51.019603, 13.8620203 51.0196079, 13.86201 51.0196012, 13.8619881 51.0195996, 13.8619697 51.0196108, 13.8619696 51.0196249, 13.8619805 51.019632, 13.8619691 51.0196389, 13.8620254 51.0196758, 13.8620306 51.0196726, 13.8620698 51.0196983, 13.8620515 51.0197093, 13.8620814 51.0197289, 13.8620997 51.0197179, 13.8621041 51.0197208, 13.862152 51.0196919, 13.8621708 51.0197042, 13.8623138 51.0196178, 13.8623043 51.0196116, 13.8623619 51.0195768, 13.8623351 51.0195593, 13.8625111 51.0194529, 13.8624774 51.0194308, 13.8625083 51.0194122, 13.8624804 51.0193939, 13.8625137 51.0193738, 13.8624369 51.0193234, 13.8623592 51.0193704, 13.8623925 51.0193922))",,yes,manor,,,,,Keppschloss,,,,,,,,,,,,,,,,,,,,de:Keppschloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238375903,"LINESTRING (13.6876817 51.0029888, 13.6878049 51.0031318, 13.6879621 51.0033141, 13.6881181 51.0034724, 13.6882967 51.003641, 13.6888212 51.0041199, 13.6891781 51.004444, 13.6891879 51.0044533, 13.6892527 51.0045149, 13.6899822 51.0051639)",,,railway,,,,,Windbergbahn,Q1656046,,,,,,,,,,,,,,,,,,,de:Bahnstrecke Freital Ost–Possendorf,,,,,,,,,,,Windbergbahn e. V.,,rail,,,branch,,,,,https://www.saechsische-semmeringbahn.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1435,no,both,yes,no,1,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,siding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238375904,"LINESTRING (13.690535 51.0056005, 13.6906816 51.005763, 13.6908514 51.0059657)",,,railway,,,,,Windbergbahn,Q1656046,,,,,,,,,,,,,,,,,,,de:Windbergbahn,,,,,,,,,,,Windbergbahn e. V.,,rail,,,branch,,,,,https://www.saechsische-semmeringbahn.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1435,no,both,yes,no,,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238375905,"LINESTRING (13.6908111 51.0060092, 13.6909948 51.0061707, 13.6911117 51.0062759)",,,railway,,,,,Windbergbahn,Q1656046,,,,,,,,,,,,,,,,,,,de:Windbergbahn,,,,,,,,,,,Windbergbahn e. V.,,rail,,,branch,,,,,https://www.saechsische-semmeringbahn.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1435,no,both,yes,no,,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238375906,"LINESTRING (13.6873576 51.0026892, 13.6875016 51.0027988, 13.6876464 51.0028954, 13.6878406 51.0030353)",,,railway,,,,,Windbergbahn,Q1656046,,,,,,,,,,,,,,,,,,,de:Windbergbahn,,,,,,,,,,,Windbergbahn e. V.,,rail,,,branch,,,,,https://www.saechsische-semmeringbahn.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1435,no,both,yes,no,,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
