Entity;Type;Link;latitude;longitude;geocode_query;geocode_status;Subfolder;SourceFileStem
Italienisches Dorf;Location;;;;Italienisches Dorf;no_results;099_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;65
Dresdner Nüßkammer;Location;https://de.wikipedia.org/wiki/Nusskammer_(Dresden);;;Dresdner Nusskammer;no_results;100_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;21
Galliae;Location;;;;Galliae;no_results;100_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;25
Meißnisch;Location;https://de.wikipedia.org/wiki/Mei%C3%9Fen;;;Meißnisch;no_results;100_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;33
Dustin Saal;Location;;;;Dustin Saal;no_results;100_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;37
Silberbergwerke Himmelsfürst;Location;https://de.wikipedia.org/wiki/Silberbergwerk_Himmelsfürst;;;Silberbergwerke Himmelsfürst;no_results;100_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;38
Dafeyn;Location;;;;Dafeyn;no_results;100_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;44
Plauischer Grund;Location;https://de.wikipedia.org/wiki/Plauischer_Grund;;;Plauischer Grund;no_results;101_1798_Meine_Reise_in_das_Sächsische_Erzgebirge_im_Monath_August_1798;00000036.tif.original
Lehmannischem Bade;Location;;;;Lehmannsches Bad;no_results;105_1798_Reisen_nach_und_in_der_Oberlausitz;13
Loschwizer Weinberge;Location;https://de.wikipedia.org/wiki/Loschwitz;;;Loschwitzer Weinberge;no_results;105_1798_Reisen_nach_und_in_der_Oberlausitz;13
Langebrükschen Haide;Location;;;;Langebrücker Haide;no_results;105_1798_Reisen_nach_und_in_der_Oberlausitz;14
Vischoffswerd;Location;;;;Wischofswerda;no_results;105_1798_Reisen_nach_und_in_der_Oberlausitz;16
Wierthshaus zum Weisen Hirish;Location;;;;Wertshaus zum Weißen Hirsch;no_results;106_1798_Gemälde_über_die_Ober-Lausitz._Gesammelt_auf_einer_kleinen_Fußreise;00000239.tif.original
Ewartent;Location;;;;Ewartent;no_results;106_1798_Gemälde_über_die_Ober-Lausitz._Gesammelt_auf_einer_kleinen_Fußreise;00000239.tif.original
Böhmische Grenze;Location;;;;Böhmische Grenze;no_results;107_1798_Gemälde_über_die_Ober-Lausitz._Gesammelt_auf_einer_kleinen_Fußreise;00000017.tif.original
Bauzens' Poststraße;Location;;;;Bautzener Poststraße;no_results;107_1798_Gemälde_über_die_Ober-Lausitz._Gesammelt_auf_einer_kleinen_Fußreise;00000020.tif.original
Loschwitzer Weinberge;Location;https://de.wikipedia.org/wiki/Loschwitz;;;Loschwitzer Weinberge;no_results;107_1798_Gemälde_über_die_Ober-Lausitz._Gesammelt_auf_einer_kleinen_Fußreise;00000021.tif.original
Lehmannische Bade;Location;;;;Lehmannsches Bad;no_results;107_1798_Gemälde_über_die_Ober-Lausitz._Gesammelt_auf_einer_kleinen_Fußreise;00000021.tif.original
Groß-Dobrzych;Location;;;;Groß-Dobrzych;no_results;108_1798_Fußreise_von_Dresden_nach_den_zwei_verfallenen_Bergschlössern,_die_Rathen,_und_die_dortige_Gegend;47
Köpid;Location;;;;Köpid;no_results;108_1798_Fußreise_von_Dresden_nach_den_zwei_verfallenen_Bergschlössern,_die_Rathen,_und_die_dortige_Gegend;50
Fulhausen;Location;;;;Fuldau;no_results;110_1798_Eine_kleine_Fußreise_von_Dresden_nach_Pirna._An_Herrn_J._Hermsdorf_in_Görlitz;7
Marktfarren;Location;;;;Marktfarren;no_results;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;00000011.tif.original
Priesnitzer Schlage;Location;;;;Priesnitzschlag;no_results;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;00000196.tif.original
Pillnitzer Schlage;Location;;;;Pillnitzer Schlag;no_results;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;00000200.tif.original
Vorsberg;Location;https://de.wikipedia.org/wiki/Vorsberg;;;Vorsberg;no_results;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;00000200.tif.original
Seidelschena;Location;;;;Seidelschena;no_results;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;00000203.tif.original
Lustschloß Sedlitz;Location;;;;Lustschloss Sedlitz;no_results;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;00000204.tif.original
Wesenstein;Location;https://de.wikipedia.org/wiki/Wesenstein_(Sachsen);;;Wesenstein;no_results;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;00000204.tif.original
Wesenstein;Location;https://de.wikipedia.org/wiki/Wesenstein_(Sachsen);;;Wesenstein;no_results;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;00000205.tif.original
Dörfchen Potscha pel;Location;;;;Dörfchen Potschappel;no_results;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;00000215.tif.original
Berge Tharands;Location;;;;Berge Tharandt;no_results;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;00000215.tif.original
Eowitzons;Location;;;;Eowitzons;no_results;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;00000216.tif.original
Plauenschen Gasse;Location;https://de.wikipedia.org/wiki/Plauenscher_Stra%C3%9Fe;;;Plauenscher Gasse;no_results;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;00000218.tif.original
Farnesischen Palastie;Location;https://de.wikipedia.org/wiki/Farnesischer_Palast;;;Farnesischen Palastie;no_results;112_1799_Briefe_eines_reisenden_Russen;202
Farnesische Gallerie;Location;https://de.wikipedia.org/wiki/Galleria_Farnese;;;Farnesische Gallerie;no_results;112_1799_Briefe_eines_reisenden_Russen;205
Pokschoppel;Location;;;;Pokschoppel;no_results;113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000051.tif.original
Plauener Grund Vor;Location;;;;Plauener Grund;no_results;113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000051.tif.original
Umernberg;Location;;;;Umernberg;no_results;113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000054.tif.original
Elbbannée;Location;https://de.wikipedia.org/wiki/Elbe;;;Elbbahn;no_results;113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000056.tif.original
Böhmische Gebirge;Location;;;;Böhmisches Gebirge;no_results;113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000058.tif.original
Porschberg;Location;;;;Porschberg;no_results;113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000060.tif.original
Churfürstlicher Garten;Location;;;;Kurfürstlicher Garten;no_results;113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000078.tif.original
Elbbrücke (Dresden);Location;https://de.wikipedia.org/wiki/Elbbr%C3%BCcke_(Dresden);;;Elbbrücke (Dresden);no_results;114_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000044.tif.original
Römisches Palais;Location;;;;Römisches Palais;no_results;114_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000045.tif.original
Raths‑Einnahme‑Stube;Location;;;;Rathaus-Einnahmestube;no_results;115_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000029.tif.original
Sächsisches Mark;Location;https://de.wikipedia.org/wiki/S%C3%A4chsisches_Mark;;;Sächsisches Mark;no_results;115_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000032.tif.original
Domthurem;Location;https://de.wikipedia.org/wiki/Dresdner_Dom;;;Domtür;no_results;115_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000038.tif.original
Got thischen Tempel;Location;;;;Got thischen Tempel;no_results;115_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;00000038.tif.original
Südlichen Europa;Location;https://de.wikipedia.org/wiki/Südeuropa;;;Südlichen Europa;no_results;119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000625.tif.original
Porpyhr;Location;;;;Porpyhr;no_results;119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000630.tif.original
Kalk am Plauenschen Grunde;Location;;;;Kalk am Plauenschen Grund;no_results;119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000630.tif.original
Christallkiesel;Location;;;;Kristallkiesel;no_results;119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000630.tif.original
Zabelitz;Location;https://de.wikipedia.org/wiki/Zabelitz;;;Zabelitz;no_results;119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000630.tif.original
Böhmischen Gebirge;Location;;;;Böhmisches Gebirge;no_results;119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000634.tif.original
Japanischer Palaisgarten;Location;https://de.wikipedia.org/wiki/Japanischer_Garten_(Dresden);;;Japanischer Palaisgarten;no_results;119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000634.tif.original
Ostrawiese;Location;;;;Ostrauer Wiese;no_results;119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000634.tif.original
Weixmühle;Location;https://de.wikipedia.org/wiki/Weixmühle;;;Weixmühle;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000524.tif.original
Altandach;Location;;;;Altandach;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000525.tif.original
Elbfläche;Location;https://de.wikipedia.org/wiki/Elbe;;;Elbfläche;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000526.tif.original
Johannissaal;Location;;;;Johannissaal;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000526.tif.original
Pastenstein;Location;https://de.wikipedia.org/wiki/Pastenstein;;;Pastenstein;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000527.tif.original
Böhmens Grenze;Location;;;;Böhmens Grenze;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000527.tif.original
Sonnenstein (Bergschloss Sonnenstein);Location;https://de.wikipedia.org/wiki/Schloss_Sonnenstein;;;Bergschloss Sonnenstein;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000528.tif.original
Hohenstein (Bergschloss Hohenstein);Location;https://de.wikipedia.org/wiki/Burg_Hohenstein_(Sachsen);;;Bergschloss Hohenstein;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000528.tif.original
Wesenstein;Location;https://de.wikipedia.org/wiki/Schloss_Wesenstein;;;Wesenstein;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000529.tif.original
Leinewand;Location;;;;Leinewand;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000549.tif.original
Maseyk;Location;;;;Maseyk;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000555.tif.original
Rasttag;Location;;;;Rasttag;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000572.tif.original
Uckerwitz;Location;https://de.wikipedia.org/wiki/Uckerwitz;;;Uckerwitz;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000584.tif.original
Plauenschen Gasse;Location;;;;Plauenscher Gasse;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000597.tif.original
Pirnaer Vorstadt;Location;https://de.wikipedia.org/wiki/Pirnaer_Vorstadt;;;Pirnaer Vorstadt;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000601.tif.original
Reisewitzschen Garten;Location;;;;Reisewitzscher Garten;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000603.tif.original
Coselschen Garten;Location;;;;Cosel'scher Garten;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000603.tif.original
Neustadt an der Dosse;Location;https://de.wikipedia.org/wiki/Neustadt_an_der_Dosse;;;Neustadt an der Dosse;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000606.tif.original
Weitzeritz;Location;https://de.wikipedia.org/wiki/Weißeritz;;;Weitzeritz;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000606.tif.original
Freiberger Schlage;Location;;;;Freiberger Schlage;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000606.tif.original
Walmühle;Location;;;;Walmühle;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000607.tif.original
Tobacksmühle;Location;;;;Tobacksmühle;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000607.tif.original
Preysnitzerstrasse;Location;;;;Preysnitzstraße;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000608.tif.original
Pirnaer Vorstadt;Location;https://de.wikipedia.org/wiki/Pirnaer_Vorstadt;;;Pirnaer Vorstadt;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000608.tif.original
Oberschläm;Location;;;;Oberschläm;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000610.tif.original
Sächsischen Gebirgen;Location;;;;Sächsisches Gebirge;no_results;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;00000613.tif.original
Göttzleube;Location;;;;Göttzleube;no_results;202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;102
Wesenitzthal;Location;;;;Wesenitzthal;no_results;202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;104
Liebethaler Steinbrüche;Location;https://de.wikipedia.org/wiki/Liebethaler_Steinbr%C3%BCche;;;Liebethaler Steinbrüche;no_results;202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;104
Ottowalder Grund;Location;;;;Ottwalder Grund;no_results;202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;104
Kiefericht;Location;;;;Kiefericht;no_results;202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;104
Kirnitzschthal;Location;;;;Kirnitzschthal;no_results;202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;104
Kuhiall;Location;;;;Kuhiall;no_results;202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;104
Habichtgrund;Location;;;;Habichtgrund;no_results;202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;104
Kloster Altzelle;Location;;;;Kloster Altzelle;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;101
Schloßgarten des Grafen von Brühl;Location;;;;Schlossgarten des Grafen von Brühl (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;101
Thal an der Röder;Location;https://de.wikipedia.org/wiki/Thal_(Sachsen);;;Thal an der Röder (Saxony);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;101
Liegau an der Röder;Location;https://de.wikipedia.org/wiki/Liegau_an_der_R%C3%B6der;;;Liegau an der Röder (now Liegau‑Augustusbad);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;101
Dorfe Priesnitz;Location;https://de.wikipedia.org/wiki/Priesnitz;;;Priesnitz (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;101
Götzleube;Location;;;;Götzleube;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;102
Böhmern;Location;https://de.wikipedia.org/wiki/B%C3%B6hmern;;;Böhmern (Meißen);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;102
Belvedere (Pillnitz);Location;https://de.wikipedia.org/wiki/Belvedere_(Pillnitz);;;Belvedere (Pillnitz;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;102
Trübatisch‑thals;Location;;;;Trübatisch‑thals;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;62
Zschishewig;Location;https://de.wikipedia.org/wiki/Zschishewig;;;Zschishewig;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;62
Vorsberg;Location;https://de.wikipedia.org/wiki/Vorsberg;;;Vorsberg;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;62
Weißtropp;Location;;;;Weißtropp;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;62
Gewehrgalerie;Location;;;;Gewehrgalerie;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;67
Domkirche zu Florenz;Location;;;;Domkirche zu Freiberg;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;67
Sassaferzato;Location;;;;Sassaferzato;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;69
galerie royale de Dresden;Location;https://de.wikipedia.org/wiki/Gem%C3%A4ldegalerie_Alte_Meister;;;Royal Gallery (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;69
Zournefort;Location;;;;Zournefort;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;70
Hebenstret;Location;;;;Hebenstret;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;70
Seaundfellen;Location;;;;Seaundfellen;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;70
Böhmisches Gebirge;Location;;;;Böhmisches Gebirge (Bohemian Forest);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;75
Draschenberg;Location;;;;Draschenberg;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;76
Kaidizzbach;Location;;;;Kaidizzbach;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;78
Secvorstadt;Location;;;;Secvorstadt;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;79
Wilsdrufer Vorstadt;Location;;;;Wilsdrufer Vorstadt;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;79
Wilsdrufer Thor;Location;;;;Wilsdrufer Tor (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;79
Ostraallee;Location;;;;Ostrauer Allee;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;79
marcolinische Gartenschloß;Location;;;;Markgräfliches Gartenschloss (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;79
Böhmischen Gebirgen;Location;https://de.wikipedia.org/wiki/Böhmisches_Mittelgebirge;;;Böhmisches Gebirge (Bohemian Forest);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;80
Meissner Gebirgen;Location;https://de.wikipedia.org/wiki/Erzgebirge;;;Meißner Gebirge (Meissen);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;80
Dreifñönigikrail;Location;;;;Dreifönigskirche (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;84
Schwarzes Tor (Dresden);Location;https://de.wikipedia.org/wiki/Schwarzes_Tor_(Dresden);;;Schwarzes Tor (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;85
Haide (Dresden);Location;https://de.wikipedia.org/wiki/Haide_(Dresden);;;Haide (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;85
Rampuschen Gasse;Location;;;;Rumpelgasse (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;87
Schenswerth;Location;;;;Schenswerth;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;90
Ostraallee;Location;https://de.wikipedia.org/wiki/Ostra-Allee;;;Ostrauer Allee;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;94
Brunnabad;Location;;;;Brunnabad;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;94
Krebs-schen Weinberg;Location;https://de.wikipedia.org/wiki/Krebscher_Weinberg;;;Krebschen Weinberg (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;94
Calberla'schen Hause;Location;;;;Calberla'sches Haus (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;96
Schlosswizzer Grund;Location;;;;Schlosswitzer Grund (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;97
Reisewitzens Lustgarten;Location;;;;Reisewitzens Lustgarten;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;98
Zaukerode;Location;https://de.wikipedia.org/wiki/Zaukerode;;;Zaukerode;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;98
Kolsdorf;Location;https://de.wikipedia.org/wiki/Kolsdorf;;;Kölsdorf (Dresden);no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;98
